id,n_crop,n_disease,n_medicine
37-1,[],"['果腐病', '发病初期']",['钾肥']
37-2,[],"['果腐病', '发病初期']",['钾肥']
37-3,[],"['果腐病', '发病初期']",['钾肥']
38-1,[],"['果腐病', '发病初期']",['钾肥']
38-2,[],"['果腐病', '发病初期']",['钾肥']
38-3,[],"['果腐病', '发病初期']",['钾肥']
39-1,[],"['果腐病', '发病初期']",['钾肥']
39-2,[],"['果腐病', '发病初期']",['钾肥']
39-3,[],"['果腐病', '发病初期']",['钾肥']
40-1,[],"['果腐病', '发病初期']",['钾肥']
40-2,[],"['果腐病', '发病初期']",['钾肥']
40-3,[],"['果腐病', '发病初期']",['钾肥']
41-1,[],"['果腐病', '发病初期']",['钾肥']
41-2,[],"['果腐病', '发病初期']",['钾肥']
41-3,[],"['果腐病', '发病初期']",['钾肥']
42-1,[],"['果腐病', '发病初期']",['钾肥']
42-2,[],"['果腐病', '发病初期']",['钾肥']
42-3,[],"['果腐病', '发病初期']",['钾肥']
43-1,[],"['果腐病', '发病初期']",['钾肥']
43-2,[],"['果腐病', '发病初期']",['钾肥']
43-3,[],"['果腐病', '发病初期']",['钾肥']
44-1,[],"['果腐病', '发病初期']",['钾肥']
45-1,[],"['果腐病', '发病初期']",['钾肥']
45-2,"['辣椒', '辣椒', '辣椒', '辣椒', '辣椒']","['果腐病', '发病初期']",['钾肥']
46-1,[],"['果腐病', '发病初期']",['钾肥']
46-2,[],"['果腐病', '发病初期']",['钾肥']
47-1,[],"['果腐病', '发病初期']",['钾肥']
47-2,[],"['果腐病', '发病初期']",['钾肥']
48-2,[],"['果腐病', '发病初期']",['钾肥']
49-1,[],"['果腐病', '发病初期']",['钾肥']
49-2,[],"['果腐病', '发病初期']",['钾肥']
50-1,[],"['果腐病', '发病初期']",['钾肥']
50-2,[],"['果腐病', '发病初期']",['钾肥']
51-1,[],"['果腐病', '发病初期']",['钾肥']
51-2,[],"['果腐病', '发病初期']",['钾肥']
52-1,[],"['果腐病', '发病初期']",['钾肥']
52-2,[],"['果腐病', '发病初期']",['钾肥']
53-1,[],"['果腐病', '发病初期']",['钾肥']
53-2,[],"['果腐病', '发病初期']",['钾肥']
54-2,[],"['果腐病', '发病初期']",['钾肥']
56-1,[],"['果腐病', '发病初期']",['钾肥']
56-2,[],"['果腐病', '发病初期']",['钾肥']
57-1,[],"['果腐病', '发病初期']",['钾肥']
57-2,[],"['果腐病', '发病初期']",['钾肥']
58-1,[],"['果腐病', '发病初期']",['钾肥']
59-1,[],"['果腐病', '发病初期']",['钾肥']
59-2,[],"['果腐病', '发病初期']",['钾肥']
59-3,[],"['果腐病', '发病初期']",['钾肥']
60-1,[],"['果腐病', '发病初期']",['钾肥']
60-2,[],"['果腐病', '发病初期']",['钾肥']
60-3,[],"['果腐病', '发病初期']",['钾肥']
61-1,[],"['果腐病', '发病初期']",['钾肥']
61-2,[],"['果腐病', '发病初期']",['钾肥']
61-3,[],"['果腐病', '发病初期']",['钾肥']
62-1,[],"['果腐病', '发病初期']",['钾肥']
62-2,[],"['果腐病', '发病初期']",['钾肥']
62-3,[],"['果腐病', '发病初期']",['钾肥']
63-1,[],"['果腐病', '发病初期']",['钾肥']
63-2,[],"['果腐病', '发病初期']",['钾肥']
63-3,[],"['果腐病', '发病初期']",['钾肥']
64-1,[],"['果腐病', '发病初期']",['钾肥']
64-2,[],"['果腐病', '发病初期']",['钾肥']
64-3,[],"['果腐病', '发病初期']",['钾肥']
65-1,[],"['果腐病', '发病初期']",['钾肥']
65-2,[],"['果腐病', '发病初期']",['钾肥']
66-1,[],"['果腐病', '发病初期']",['钾肥']
66-2,[],"['果腐病', '发病初期']",['钾肥']
67-1,[],"['果腐病', '发病初期']",['钾肥']
67-2,[],"['果腐病', '发病初期']",['钾肥']
67-3,[],"['果腐病', '发病初期']",['钾肥']
68-1,[],"['果腐病', '发病初期']",['钾肥']
68-3,[],"['果腐病', '发病初期']",['钾肥']
69-1,[],"['果腐病', '发病初期']",['钾肥']
69-2,[],"['果腐病', '发病初期']",['钾肥']
69-3,[],"['果腐病', '发病初期']",['钾肥']
70-2,[],"['果腐病', '发病初期']",['钾肥']
70-3,[],"['果腐病', '发病初期']",['钾肥']
71-1,[],"['果腐病', '发病初期']",['钾肥']
71-2,[],"['果腐病', '发病初期']",['钾肥']
71-3,[],"['果腐病', '发病初期']",['钾肥']
72-1,[],"['果腐病', '发病初期']",['钾肥']
72-2,[],"['果腐病', '发病初期']",['钾肥']
72-3,[],"['果腐病', '发病初期']",['钾肥']
73-1,[],"['果腐病', '发病初期']",['钾肥']
73-2,[],"['果腐病', '发病初期']",['钾肥']
73-3,[],"['果腐病', '发病初期']",['钾肥']
74-1,[],"['果腐病', '发病初期']",['钾肥']
74-2,[],"['果腐病', '发病初期']",['钾肥']
74-3,[],"['果腐病', '发病初期']",['钾肥']
75-1,[],"['果腐病', '发病初期']",['钾肥']
75-2,[],"['果腐病', '发病初期']",['钾肥']
75-3,[],"['果腐病', '发病初期']",['钾肥']
76-1,[],"['果腐病', '发病初期']",['钾肥']
76-2,[],"['果腐病', '发病初期']",['钾肥']
76-3,[],"['果腐病', '发病初期']",['钾肥']
77-1,[],"['果腐病', '发病初期']",['钾肥']
77-2,[],"['果腐病', '发病初期']",['钾肥']
77-3,[],"['果腐病', '发病初期']",['钾肥']
78-1,[],"['果腐病', '发病初期']",['钾肥']
78-2,[],"['果腐病', '发病初期']",['钾肥']
78-3,[],"['果腐病', '发病初期']",['钾肥']
79-1,[],"['果腐病', '发病初期']",['钾肥']
79-2,[],"['果腐病', '发病初期']",['钾肥']
79-3,[],"['果腐病', '发病初期']",['钾肥']
80-1,[],"['果腐病', '发病初期']",['钾肥']
80-2,[],"['果腐病', '发病初期']",['钾肥']
80-3,[],"['果腐病', '发病初期']",['钾肥']
81-1,[],"['果腐病', '发病初期']",['钾肥']
81-2,[],"['果腐病', '发病初期']",['钾肥']
81-3,[],"['果腐病', '发病初期']",['钾肥']
82-1,[],"['果腐病', '发病初期']",['钾肥']
82-2,[],"['果腐病', '发病初期']",['钾肥']
82-3,[],"['果腐病', '发病初期']",['钾肥']
83-1,[],"['果腐病', '发病初期']",['钾肥']
83-2,[],"['果腐病', '发病初期']",['钾肥']
83-3,[],"['果腐病', '发病初期']",['钾肥']
84-1,[],"['果腐病', '发病初期']",['钾肥']
84-2,[],"['果腐病', '发病初期']",['钾肥']
84-3,[],"['果腐病', '发病初期']",['钾肥']
85-1,[],"['果腐病', '发病初期']",['钾肥']
85-2,[],"['果腐病', '发病初期']",['钾肥']
85-3,[],"['果腐病', '发病初期']",['钾肥']
86-1,[],"['果腐病', '发病初期']",['钾肥']
86-2,[],"['果腐病', '发病初期']",['钾肥']
86-3,[],"['果腐病', '发病初期']",['钾肥']
87-1,[],"['果腐病', '发病初期']",['钾肥']
87-2,[],"['果腐病', '发病初期']",['钾肥']
87-3,[],"['果腐病', '发病初期']",['钾肥']
88-1,[],"['果腐病', '发病初期']",['钾肥']
88-2,[],"['果腐病', '发病初期']",['钾肥']
88-3,[],"['果腐病', '发病初期']",['钾肥']
89-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
89-2,[],"['果腐病', '发病初期']",['钾肥']
89-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
90-1,[],"['果腐病', '发病初期']",['钾肥']
90-2,[],"['果腐病', '发病初期']",['钾肥']
90-3,[],"['果腐病', '发病初期']",['钾肥']
91-1,[],"['果腐病', '发病初期']",['钾肥']
91-2,[],"['果腐病', '发病初期']",['钾肥']
91-3,[],"['果腐病', '发病初期']",['钾肥']
92-1,[],"['果腐病', '发病初期']",['钾肥']
92-2,[],"['果腐病', '发病初期']",['钾肥']
92-3,[],"['果腐病', '发病初期']",['钾肥']
93-1,[],"['果腐病', '发病初期']",['钾肥']
93-2,[],"['果腐病', '发病初期']",['钾肥']
93-3,[],"['果腐病', '发病初期']",['钾肥']
94-1,[],"['果腐病', '发病初期']",['钾肥']
94-2,[],"['果腐病', '发病初期']",['钾肥']
94-3,[],"['果腐病', '发病初期']",['钾肥']
96-1,[],"['果腐病', '发病初期']",['钾肥']
96-2,[],"['果腐病', '发病初期']",['钾肥']
96-3,[],"['果腐病', '发病初期']",['钾肥']
97-1,[],"['果腐病', '发病初期']",['钾肥']
97-2,[],"['果腐病', '发病初期']",['钾肥']
97-3,[],"['果腐病', '发病初期']",['钾肥']
98-1,[],"['果腐病', '发病初期']",['钾肥']
98-2,[],"['果腐病', '发病初期']",['钾肥']
98-3,[],"['果腐病', '发病初期']",['钾肥']
99-1,[],"['果腐病', '发病初期']",['钾肥']
99-2,[],"['果腐病', '发病初期']",['钾肥']
99-3,[],"['果腐病', '发病初期']",['钾肥']
100-1,[],"['果腐病', '发病初期']",['钾肥']
100-2,[],"['果腐病', '发病初期']",['钾肥']
100-3,[],"['果腐病', '发病初期']",['钾肥']
101-1,[],"['果腐病', '发病初期']",['钾肥']
101-2,[],"['果腐病', '发病初期']",['钾肥']
101-3,[],"['果腐病', '发病初期']",['钾肥']
102-1,[],"['果腐病', '发病初期']",['钾肥']
102-2,[],"['果腐病', '发病初期']",['钾肥']
102-3,[],"['果腐病', '发病初期']",['钾肥']
103-1,[],"['果腐病', '发病初期']",['钾肥']
104-1,[],"['果腐病', '发病初期']",['钾肥']
104-2,[],"['果腐病', '发病初期']",['钾肥']
105-1,[],"['果腐病', '发病初期']",['钾肥']
105-2,[],"['果腐病', '发病初期']",['钾肥']
106-1,[],"['果腐病', '发病初期']",['钾肥']
106-2,[],"['果腐病', '发病初期']",['钾肥']
107-1,[],"['果腐病', '发病初期']",['钾肥']
107-2,[],"['果腐病', '发病初期']",['钾肥']
108-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
108-2,[],"['果腐病', '发病初期']",['钾肥']
109-1,[],"['果腐病', '发病初期']",['钾肥']
109-2,[],"['果腐病', '发病初期']",['钾肥']
110-1,[],"['果腐病', '发病初期']",['钾肥']
110-2,[],"['果腐病', '发病初期']",['钾肥']
111-1,[],"['果腐病', '发病初期']",['钾肥']
111-2,[],"['果腐病', '发病初期']",['钾肥']
112-1,[],"['果腐病', '发病初期']",['钾肥']
112-2,[],"['果腐病', '发病初期']",['钾肥']
113-1,[],"['果腐病', '发病初期']",['钾肥']
113-2,[],"['果腐病', '发病初期']",['钾肥']
114-1,[],"['果腐病', '发病初期']",['钾肥']
114-2,[],"['果腐病', '发病初期']",['钾肥']
115-1,[],"['果腐病', '发病初期']",['钾肥']
115-2,[],"['果腐病', '发病初期']",['钾肥']
116-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
117-1,[],"['果腐病', '发病初期']",['钾肥']
117-3,[],"['果腐病', '发病初期']",['钾肥']
118-1,[],"['果腐病', '发病初期']",['钾肥']
118-2,[],"['果腐病', '发病初期']",['钾肥']
118-3,[],"['果腐病', '发病初期']",['钾肥']
119-1,[],"['果腐病', '发病初期']",['钾肥']
119-2,[],"['果腐病', '发病初期']",['钾肥']
119-3,[],"['果腐病', '发病初期']",['钾肥']
120-2,[],"['果腐病', '发病初期']",['钾肥']
120-3,[],"['果腐病', '发病初期']",['钾肥']
121-1,[],"['果腐病', '发病初期']",['钾肥']
121-2,[],"['果腐病', '发病初期']",['钾肥']
121-3,[],"['果腐病', '发病初期']",['钾肥']
122-1,[],"['果腐病', '发病初期']",['钾肥']
122-2,[],"['果腐病', '发病初期']",['钾肥']
122-3,[],"['果腐病', '发病初期']",['钾肥']
123-1,[],"['果腐病', '发病初期']",['钾肥']
123-2,[],"['果腐病', '发病初期']",['钾肥']
123-3,[],"['果腐病', '发病初期']",['钾肥']
124-1,[],"['果腐病', '发病初期']",['钾肥']
124-2,[],"['果腐病', '发病初期']",['钾肥']
124-3,[],"['果腐病', '发病初期']",['钾肥']
125-1,[],"['果腐病', '发病初期']",['钾肥']
125-2,[],"['果腐病', '发病初期']",['钾肥']
125-3,[],"['果腐病', '发病初期']",['钾肥']
126-1,[],"['果腐病', '发病初期']",['钾肥']
126-2,[],"['果腐病', '发病初期']",['钾肥']
126-3,[],"['果腐病', '发病初期']",['钾肥']
127-1,[],"['果腐病', '发病初期']",['钾肥']
127-2,[],"['果腐病', '发病初期']",['钾肥']
127-3,[],"['果腐病', '发病初期']",['钾肥']
128-1,[],"['果腐病', '发病初期']",['钾肥']
128-2,[],"['果腐病', '发病初期']",['钾肥']
128-3,[],"['果腐病', '发病初期']",['钾肥']
129-1,[],"['果腐病', '发病初期']",['钾肥']
129-2,[],"['果腐病', '发病初期']",['钾肥']
129-3,[],"['果腐病', '发病初期']",['钾肥']
130-1,[],"['果腐病', '发病初期']",['钾肥']
130-2,[],"['果腐病', '发病初期']",['钾肥']
130-3,[],"['果腐病', '发病初期']",['钾肥']
131-2,[],"['果腐病', '发病初期']",['钾肥']
131-3,[],"['果腐病', '发病初期']",['钾肥']
132-1,[],"['果腐病', '发病初期']",['钾肥']
132-2,[],"['果腐病', '发病初期']",['钾肥']
132-3,[],"['果腐病', '发病初期']",['钾肥']
133-1,[],"['果腐病', '发病初期']",['钾肥']
133-2,[],"['果腐病', '发病初期']",['钾肥']
133-3,[],"['果腐病', '发病初期']",['钾肥']
134-1,[],"['果腐病', '发病初期']",['钾肥']
134-2,[],"['果腐病', '发病初期']",['钾肥']
134-3,[],"['果腐病', '发病初期']",['钾肥']
135-1,[],"['果腐病', '发病初期']",['钾肥']
135-2,[],"['果腐病', '发病初期']",['钾肥']
135-3,[],"['果腐病', '发病初期']",['钾肥']
136-1,[],"['果腐病', '发病初期']",['钾肥']
136-2,[],"['果腐病', '发病初期']",['钾肥']
136-3,[],"['果腐病', '发病初期']",['钾肥']
137-1,[],"['果腐病', '发病初期']",['钾肥']
137-2,[],"['果腐病', '发病初期']",['钾肥']
137-3,[],"['果腐病', '发病初期']",['钾肥']
138-1,[],"['果腐病', '发病初期']",['钾肥']
138-2,[],"['果腐病', '发病初期']",['钾肥']
138-3,[],"['果腐病', '发病初期']",['钾肥']
139-1,[],"['果腐病', '发病初期']",['钾肥']
139-2,[],"['果腐病', '发病初期']",['钾肥']
139-3,[],"['果腐病', '发病初期']",['钾肥']
140-1,[],"['果腐病', '发病初期']",['钾肥']
140-2,[],"['果腐病', '发病初期']",['钾肥']
140-3,[],"['果腐病', '发病初期']",['钾肥']
141-1,[],"['果腐病', '发病初期']",['钾肥']
141-2,[],"['果腐病', '发病初期']",['钾肥']
141-3,[],"['果腐病', '发病初期']",['钾肥']
142-1,[],"['果腐病', '发病初期']",['钾肥']
142-2,[],"['果腐病', '发病初期']",['钾肥']
142-3,[],"['果腐病', '发病初期']",['钾肥']
143-1,[],"['果腐病', '发病初期']",['钾肥']
143-2,[],"['果腐病', '发病初期']",['钾肥']
143-3,[],"['果腐病', '发病初期']",['钾肥']
144-1,[],"['果腐病', '发病初期']",['钾肥']
144-2,[],"['果腐病', '发病初期']",['钾肥']
144-3,[],"['果腐病', '发病初期']",['钾肥']
145-1,[],"['果腐病', '发病初期']",['钾肥']
145-2,[],"['果腐病', '发病初期']",['钾肥']
145-3,[],"['果腐病', '发病初期']",['钾肥']
146-1,[],"['果腐病', '发病初期']",['钾肥']
146-2,[],"['果腐病', '发病初期']",['钾肥']
146-3,[],"['果腐病', '发病初期']",['钾肥']
147-1,[],"['果腐病', '发病初期']",['钾肥']
147-2,[],"['果腐病', '发病初期']",['钾肥']
147-3,[],"['果腐病', '发病初期']",['钾肥']
148-1,[],"['果腐病', '发病初期']",['钾肥']
148-2,[],"['果腐病', '发病初期']",['钾肥']
148-3,[],"['果腐病', '发病初期']",['钾肥']
149-1,[],"['果腐病', '发病初期']",['钾肥']
149-2,[],"['果腐病', '发病初期']",['钾肥']
149-3,[],"['果腐病', '发病初期']",['钾肥']
150-1,[],"['果腐病', '发病初期']",['钾肥']
150-2,[],"['果腐病', '发病初期']",['钾肥']
150-3,[],"['果腐病', '发病初期']",['钾肥']
151-1,[],"['果腐病', '发病初期']",['钾肥']
151-2,[],"['果腐病', '发病初期']",['钾肥']
151-3,[],"['果腐病', '发病初期']",['钾肥']
152-1,[],"['果腐病', '发病初期']",['钾肥']
152-2,[],"['果腐病', '发病初期']",['钾肥']
152-3,[],"['果腐病', '发病初期']",['钾肥']
153-1,[],"['果腐病', '发病初期']",['钾肥']
153-2,[],"['果腐病', '发病初期']",['钾肥']
153-3,[],"['果腐病', '发病初期']",['钾肥']
154-1,[],"['果腐病', '发病初期']",['钾肥']
154-2,[],"['果腐病', '发病初期']",['钾肥']
154-3,[],"['果腐病', '发病初期']",['钾肥']
155-1,[],"['果腐病', '发病初期']",['钾肥']
155-2,[],"['果腐病', '发病初期']",['钾肥']
155-3,[],"['果腐病', '发病初期']",['钾肥']
156-1,[],"['果腐病', '发病初期']",['钾肥']
156-2,[],"['果腐病', '发病初期']",['钾肥']
156-3,[],"['果腐病', '发病初期']",['钾肥']
157-1,[],"['果腐病', '发病初期']",['钾肥']
157-2,[],"['果腐病', '发病初期']",['钾肥']
157-3,[],"['果腐病', '发病初期']",['钾肥']
158-1,[],"['果腐病', '发病初期']",['钾肥']
159-1,[],"['果腐病', '发病初期']",['钾肥']
159-2,[],"['果腐病', '发病初期']",['钾肥']
160-1,[],"['果腐病', '发病初期']",['钾肥']
160-2,[],"['果腐病', '发病初期']",['钾肥']
161-1,[],"['果腐病', '发病初期']",['钾肥']
161-2,[],"['果腐病', '发病初期']",['钾肥']
162-1,[],"['果腐病', '发病初期']",['钾肥']
162-2,[],"['果腐病', '发病初期']",['钾肥']
163-1,[],"['果腐病', '发病初期']",['钾肥']
163-2,[],"['果腐病', '发病初期']",['钾肥']
164-1,[],"['果腐病', '发病初期']",['钾肥']
164-2,[],"['果腐病', '发病初期']",['钾肥']
165-1,[],"['果腐病', '发病初期']",['钾肥']
166-1,[],"['果腐病', '发病初期']",['钾肥']
166-2,[],"['果腐病', '发病初期']",['钾肥']
167-1,[],"['果腐病', '发病初期']",['钾肥']
167-2,[],"['果腐病', '发病初期']",['钾肥']
168-1,[],"['果腐病', '发病初期']",['钾肥']
168-2,[],"['果腐病', '发病初期']",['钾肥']
169-1,[],"['果腐病', '发病初期']",['钾肥']
169-2,[],"['果腐病', '发病初期']",['钾肥']
170-1,[],"['果腐病', '发病初期']",['钾肥']
170-2,[],"['果腐病', '发病初期']",['钾肥']
171-1,[],"['果腐病', '发病初期']",['钾肥']
171-2,[],"['果腐病', '发病初期']",['钾肥']
172-1,[],"['果腐病', '发病初期']",['钾肥']
172-2,[],"['果腐病', '发病初期']",['钾肥']
173-1,[],"['果腐病', '发病初期']",['钾肥']
173-2,[],"['果腐病', '发病初期']",['钾肥']
174-1,[],"['果腐病', '发病初期']",['钾肥']
174-2,[],"['果腐病', '发病初期']",['钾肥']
175-1,[],"['果腐病', '发病初期']",['钾肥']
175-2,[],"['果腐病', '发病初期']",['钾肥']
176-1,[],"['果腐病', '发病初期']",['钾肥']
177-1,[],"['果腐病', '发病初期']",['钾肥']
177-2,[],"['果腐病', '发病初期']",['钾肥']
178-1,[],"['果腐病', '发病初期']",['钾肥']
178-2,[],"['果腐病', '发病初期']",['钾肥']
179-1,[],"['果腐病', '发病初期']",['钾肥']
179-2,[],"['果腐病', '发病初期']",['钾肥']
180-1,[],"['果腐病', '发病初期']",['钾肥']
180-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
181-1,[],"['果腐病', '发病初期']",['钾肥']
181-2,[],"['果腐病', '发病初期']",['钾肥']
182-1,[],"['果腐病', '发病初期']",['钾肥']
182-2,[],"['果腐病', '发病初期']",['钾肥']
183-1,[],"['果腐病', '发病初期']",['钾肥']
183-2,[],"['果腐病', '发病初期']",['钾肥']
184-1,[],"['果腐病', '发病初期']",['钾肥']
184-2,[],"['果腐病', '发病初期']",['钾肥']
185-1,[],"['果腐病', '发病初期']",['钾肥']
185-2,[],"['果腐病', '发病初期']",['钾肥']
187-1,[],"['果腐病', '发病初期']",['钾肥']
187-2,[],"['果腐病', '发病初期']",['钾肥']
188-1,[],"['果腐病', '发病初期']",['钾肥']
188-2,[],"['果腐病', '发病初期']",['钾肥']
189-1,[],"['果腐病', '发病初期']",['钾肥']
189-2,[],"['果腐病', '发病初期']",['钾肥']
190-1,[],"['果腐病', '发病初期']",['钾肥']
190-2,[],"['果腐病', '发病初期']",['钾肥']
191-2,[],"['果腐病', '发病初期']",['钾肥']
193-1,[],"['果腐病', '发病初期']",['钾肥']
193-2,[],"['果腐病', '发病初期']",['钾肥']
194-2,[],"['果腐病', '发病初期']",['钾肥']
195-1,[],"['果腐病', '发病初期']",['钾肥']
195-2,[],"['果腐病', '发病初期']",['钾肥']
196-1,[],"['果腐病', '发病初期']",['钾肥']
196-2,[],"['果腐病', '发病初期']",['钾肥']
197-1,[],"['果腐病', '发病初期']",['钾肥']
197-2,[],"['果腐病', '发病初期']",['钾肥']
198-1,[],"['果腐病', '发病初期']",['钾肥']
198-2,[],"['果腐病', '发病初期']",['钾肥']
199-1,[],"['果腐病', '发病初期']",['钾肥']
199-2,[],"['果腐病', '发病初期']",['钾肥']
200-1,[],"['果腐病', '发病初期']",['钾肥']
200-2,[],"['果腐病', '发病初期']",['钾肥']
201-1,[],"['果腐病', '发病初期']",['钾肥']
201-2,[],"['果腐病', '发病初期']",['钾肥']
202-1,[],"['果腐病', '发病初期']",['钾肥']
202-2,[],"['果腐病', '发病初期']",['钾肥']
203-1,[],"['果腐病', '发病初期']",['钾肥']
203-2,[],"['果腐病', '发病初期']",['钾肥']
204-1,[],"['果腐病', '发病初期']",['钾肥']
204-2,[],"['果腐病', '发病初期']",['钾肥']
205-1,[],"['果腐病', '发病初期']",['钾肥']
205-2,[],"['果腐病', '发病初期']",['钾肥']
206-1,[],"['果腐病', '发病初期']",['钾肥']
206-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
207-1,[],"['果腐病', '发病初期']",['钾肥']
207-2,[],"['果腐病', '发病初期']",['钾肥']
208-1,[],"['果腐病', '发病初期']",['钾肥']
208-2,[],"['果腐病', '发病初期']",['钾肥']
209-1,[],"['果腐病', '发病初期']",['钾肥']
209-2,[],"['果腐病', '发病初期']",['钾肥']
210-1,[],"['果腐病', '发病初期']",['钾肥']
210-2,[],"['果腐病', '发病初期']",['钾肥']
210-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
211-1,[],"['果腐病', '发病初期']",['钾肥']
212-1,[],"['果腐病', '发病初期']",['钾肥']
212-2,[],"['果腐病', '发病初期']",['钾肥']
212-3,[],"['果腐病', '发病初期']",['钾肥']
213-1,[],"['果腐病', '发病初期']",['钾肥']
213-2,[],"['果腐病', '发病初期']",['钾肥']
213-3,[],"['果腐病', '发病初期']",['钾肥']
214-1,[],"['果腐病', '发病初期']",['钾肥']
214-2,[],"['果腐病', '发病初期']",['钾肥']
214-3,[],"['果腐病', '发病初期']",['钾肥']
215-1,[],"['果腐病', '发病初期']",['钾肥']
215-2,[],"['果腐病', '发病初期']",['钾肥']
215-3,[],"['果腐病', '发病初期']",['钾肥']
216-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
